country_code,country,year,population_total,population_growth_pct,age_dependency_ratio,pop_65_plus_pct,pop_working_age_pct,urban_pop_pct,gdp_per_capita_usd,gdp_growth_pct,primary_energy_consumption,energy_per_capita,electricity_demand,electricity_demand_per_capita,fossil_share_energy,low_carbon_share_energy,renewables_share_energy,energy_per_gdp,demographic_phase
JPN,Japan,1967,99879000,1.03457874436927,43.8421498908118,6.68704436055067,69.5206514626946,69.5276778884656,1354.29188416199,11.0821423327248,2332.107,22649.404,,,91.716,8.284,8.208,2.029,growing_young
JPN,Japan,1968,101011000,1.12699684549535,43.6004076840711,6.82547113983608,69.6376857608144,70.3160321311653,1585.98057427556,12.8824681707163,2569.288,24648.418,,,91.904,8.096,7.982,1.98,growing_young
JPN,Japan,1969,102219000,1.18881486689276,43.5136509254201,6.95411871321999,69.6797827852744,71.0928717875749,1840.94789376713,12.4778945420024,2995.711,28402.064,,,92.881,7.119,7.019,2.053,growing_young
JPN,Japan,1970,103403000,1.15164047221803,43.5146182191657,7.062586222433,69.6793126172591,71.8621514888884,2144.98615266911,0.399050611065093,3418.785,32037.4,,,93.453,6.547,6.173,2.116,growing_young
JPN,Japan,1971,105697000,2.19425350665006,43.7960265785048,7.1994751150093,69.5429505565711,72.7088282579266,2370.27536037237,4.69899204214205,3581.751,33179.113,,,92.797,7.203,6.579,2.117,growing_young
JPN,Japan,1972,107188000,1.40077918128147,44.4969236099707,7.38901246354837,69.2056258685375,73.678910701481,3095.27540388466,8.41354725497627,3835.057,35107.059,,,93.101,6.899,6.21,2.091,growing_young
JPN,Japan,1973,108707000,1.40718874054303,45.2822959956616,7.57013103764886,68.8315114324754,74.6313684290253,4146.53123298424,8.03259997458245,4209.336,38054.039,,,94.919,5.081,4.439,2.125,growing_young
JPN,Japan,1974,110162000,1.32958201880625,45.9735550437387,7.74203391717149,68.5055589920637,75.4106178027416,4541.99349265674,-1.22523982750916,4170.854,37236.57,,,93.132,6.868,5.551,2.131,growing_young
JPN,Japan,1975,111573000,1.27270755263251,46.555654454939,7.92142010220224,68.233464461494,75.8511067264535,4876.47163169944,3.09157591623077,4130.073,36445.742,,,92.643,7.357,5.661,2.047,growing_young
JPN,Japan,1976,112775000,1.07155981022304,47.0752212649056,8.13011591494288,67.9924181414418,75.9718496490584,5422.25981204974,3.97498409113672,4304.319,37591.406,,,92.35,7.65,5.443,2.052,growing_young
JPN,Japan,1977,113872000,0.968032726245575,47.5374225008096,8.3586536301672,67.7794138396384,76.0333398797102,6609.09338399173,4.39033795009327,4284.78,37073.84,,,93.155,6.845,4.786,1.957,growing_young
JPN,Japan,1978,114913000,0.910030976022608,47.915903116287,8.59845533179161,67.6059831882109,76.0764616511381,9201.91586719521,5.27194150317187,4377.462,37550.004,,,91.702,8.298,4.52,1.899,growing_young
JPN,Japan,1979,115890000,0.846614502915837,48.1485180661041,8.83811647286222,67.4998312649979,76.1171567691576,9497.01423554433,5.4840418324284,4458.664,37939.133,,,90.468,9.532,5.129,1.834,growing_young
JPN,Japan,1980,116807000,0.788153475885542,48.1525582599754,9.06873463590645,67.4979910231568,76.172396260342,9872.35315959728,2.81759120738283,4298.558,36318.051,,,88.825,11.175,5.813,1.719,growing_young
JPN,Japan,1981,117661000,0.728460836014089,48.3387424950324,9.30250644835794,67.4132716220143,76.2503223945228,10805.9900652449,4.20933646523171,4230.308,35550.594,,,88.341,11.659,5.864,1.64,growing_young
JPN,Japan,1982,118480000,0.693656149424745,48.3706794444109,9.54043525264828,67.3987614843692,76.3474944329034,9985.92408278337,3.31245673740017,4100.725,34319.789,,,86.714,13.286,6.312,1.543,growing_young
JPN,Japan,1983,119307000,0.695583303069267,47.9340804239778,9.75969096985775,67.5976758161857,76.4572744627542,10876.3275267125,3.52304498510377,4220.464,35185.52,,,86.041,13.959,6.397,1.552,growing_young
JPN,Japan,1984,120083000,0.648316736732903,47.5698955741726,10.0342080053998,67.7644986110077,76.5743728196347,11443.4617086944,4.50199481622435,4371.088,36309.441,,,85.982,14.018,5.444,1.546,growing_aging
JPN,Japan,1985,120837000,0.625935963624604,47.1096562806627,10.3509431079582,67.9765027959629,76.6930644715793,12058.1469373485,5.23338094687848,4481.088,37085.246,,,83.997,16.003,6.056,1.519,growing_aging
JPN,Japan,1986,121482000,0.532357366362317,46.3623306379076,10.6415168482596,68.3235903492155,76.81341381908,17819.3400779496,3.32652561623384,4475.038,36872.047,,,83.664,16.336,6.014,1.474,growing_aging
JPN,Japan,1987,122069000,0.482035496974784,45.5113239122552,10.9588468969672,68.7231736097774,76.9402952490325,21586.9260294922,4.73066586040017,4670.11,38297.316,,,83.253,16.747,5.468,1.477,growing_aging
JPN,Japan,1988,122578000,0.416110342195181,44.6175360625366,11.3077197115923,69.1479076440933,77.072111271414,26036.864097278,6.78502010955764,4927.338,40230.75,,,84.004,15.996,6.138,1.467,growing_aging
JPN,Japan,1989,123069000,0.399761164504292,43.8069904974322,11.7086627922785,69.5376485880187,77.2063887541774,25798.0054757546,4.85803768615389,5060.553,41160.324,,,83.621,16.379,6.123,1.437,growing_aging
JPN,Japan,1990,123478000,0.33178288536374,43.2259096480185,12.1592371434388,69.819769793807,77.3404178010312,26344.7273187725,4.89271306574565,5184.285,42012.133,,,84.152,15.848,5.368,1.401,growing_aging
JPN,Japan,1991,123964000,0.392819832481862,42.9361215262821,12.6426627429561,69.9613218176703,77.4744816932723,30048.1401766828,3.41749676183089,5363.508,43292.566,,,83.532,16.468,5.6,1.402,growing_aging
